南京,建邺区奥体大街,129㎡,高层/32层,仁恒江湾城,515万,江苏,4室2厅,南北通透,39922元/㎡,2012,https://nj.lianjia.com/ershoufang/200013.html
南京,秦淮区中华路,77㎡,高层/30层,金沙井小区,192万,江苏,2室1厅,朝东,24935元/㎡,2004,https://nj.lianjia.com/ershoufang/200014.html
南京,雨花台区软件大道,94㎡,中层/18层,君悦湖滨,245万,江苏,3室1厅,朝西,26064元/㎡,2010,https://nj.lianjia.com/ershoufang/200015.html
南京,栖霞区和燕路,85㎡,低层/6层,迈皋桥小区,170万,江苏,2室2厅,朝北,20000元/㎡,2003,https://nj.lianjia.com/ershoufang/200016.html
南京,江宁区将军大道,114㎡,中层/26层,托乐嘉花园,308万,江苏,3室2厅,南北通透,27018元/㎡,2008,https://nj.lianjia.com/ershoufang/200017.html
南京,浦口区浦口大道,99㎡,高层/30层,正荣润江城,248万,江苏,3室2厅,朝南,25051元/㎡,2016,https://nj.lianjia.com/ershoufang/200018.html
南京,六合区雄州街道,89㎡,中层/18层,荣盛莉湖春晓,115万,江苏,3室1厅,朝东,12921元/㎡,2015,https://nj.lianjia.com/ershoufang/200019.html
南京,溧水区团山路,79㎡,低层/11层,溧水碧桂园,95万,江苏,2室2厅,朝西,12025元/㎡,2019,https://nj.lianjia.com/ershoufang/200020.html
南京,玄武区长江路,97㎡,中层/24层,长江路小区,270万,江苏,3室1厅,南北通透,27835元/㎡,2005,https://nj.lianjia.com/ershoufang/200021.html
南京,鼓楼区宁海路,87㎡,低层/6层,宁海路小区,235万,江苏,2室1厅,朝南,27011元/㎡,2001,https://nj.lianjia.com/ershoufang/200022.html
南京,建邺区庐山路,124㎡,高层/30层,中海塞纳丽舍,435万,江苏,4室2厅,南北通透,35081元/㎡,2009,https://nj.lianjia.com/ershoufang/200023.html
南京,秦淮区建康路,71㎡,高层/33层,建康路小区,178万,江苏,2室1厅,朝东,25070元/㎡,2003,https://nj.lianjia.com/ershoufang/200024.html
南京,雨花台区卡子门,104㎡,中层/18层,仁恒翠竹园,332万,江苏,3室2厅,朝西,31923元/㎡,2006,https://nj.lianjia.com/ershoufang/200025.html
南京,栖霞区文苑路,109㎡,中层/26层,南大和园,348万,江苏,3室2厅,朝北,31927元/㎡,2010,https://nj.lianjia.com/ershoufang/200026.html
南京,江宁区天元东路,94㎡,中层/18层,天印花园,216万,江苏,3室1厅,南北通透,22979元/㎡,2007,https://nj.lianjia.com/ershoufang/200027.html
南京,浦口区大桥北路,84㎡,高层/30层,弘阳旭日上城,168万,江苏,2室2厅,朝南,20000元/㎡,2013,https://nj.lianjia.com/ershoufang/200028.html
南京,六合区龙袍街道,69㎡,低层/6层,龙袍小区,82万,江苏,2室1厅,朝东,11884元/㎡,2002,https://nj.lianjia.com/ershoufang/200029.html
南京,溧水区白马镇,81㎡,中层/11层,白马碧桂园,88万,江苏,2室2厅,朝西,10864元/㎡,2020,https://nj.lianjia.com/ershoufang/200030.html
杭州,西湖区文二路,104㎡,中层/24层,文二新村,365万,浙江,3室2厅,朝南,35096元/㎡,2004,https://hz.lianjia.com/ershoufang/300001.html
杭州,上城区延安路,89㎡,高层/30层,平海公寓,312万,浙江,2室2厅,朝东,35056元/㎡,2006,https://hz.lianjia.com/ershoufang/300002.html
杭州,下城区庆春路,119㎡,中层/26层,东河家园,475万,浙江,3室2厅,南北通透,39916元/㎡,2008,https://hz.lianjia.com/ershoufang/300003.html
杭州,拱墅区湖墅南路,84㎡,低层/6层,湖墅新村,252万,浙江,2室1厅,朝西,30000元/㎡,2003,https://hz.lianjia.com/ershoufang/300004.html
杭州,滨江区江南大道,109㎡,高层/33层,彩虹城,382万,浙江,3室2厅,朝北,35046元/㎡,2010,https://hz.lianjia.com/ershoufang/300005.html
杭州,萧山区市心北路,94㎡,中层/18层,江南国际城,282万,浙江,3室1厅,南北通透,30000元/㎡,2016,https://hz.lianjia.com/ershoufang/300006.html
杭州,余杭区文一西路,99㎡,中层/26层,未来科技城小区,318万,浙江,3室2厅,朝南,32121元/㎡,2018,https://hz.lianjia.com/ershoufang/300007.html
杭州,钱塘区之江路,87㎡,低层/11层,之江诚品,226万,浙江,2室2厅,朝东,25977元/㎡,2015,https://hz.lianjia.com/ershoufang/300008.html
杭州,临安区钱王街,74㎡,高层/30层,临安碧桂园,102万,浙江,2室1厅,朝西,13784元/㎡,2019,https://hz.lianjia.com/ershoufang/300009.html
杭州,桐庐县迎春路,91㎡,中层/18层,桐庐碧桂园,108万,浙江,3室1厅,朝北,11868元/㎡,2020,https://hz.lianjia.com/ershoufang/300010.html
杭州,西湖区天目山路,114㎡,中层/28层,紫金港湾,400万,浙江,3室2厅,南北通透,35088元/㎡,2007,https://hz.lianjia.com/ershoufang/300011.html
杭州,上城区庆春东路,101㎡,高层/32层,钱江新城小区,405万,浙江,3室2厅,朝南,40099元/㎡,2012,https://hz.lianjia.com/ershoufang/300012.html
杭州,下城区绍兴路,81㎡,低层/6层,绍兴路小区,228万,浙江,2室1厅,朝东,28148元/㎡,2002,https://hz.lianjia.com/ershoufang/300013.html
杭州,拱墅区莫干山路,124㎡,中层/26层,和睦新村,372万,浙江,4室2厅,朝西,30000元/㎡,2005,https://hz.lianjia.com/ershoufang/300014.html
杭州,滨江区闻涛路,129㎡,高层/33层,太阳国际,516万,浙江,4室2厅,南北通透,39999元/㎡,2009,https://hz.lianjia.com/ershoufang/300015.html
杭州,萧山区金城路,89㎡,中层/18层,汇德隆小区,240万,浙江,3室1厅,朝北,26966元/㎡,2014,https://hz.lianjia.com/ershoufang/300016.html
杭州,余杭区良渚路,104㎡,中层/26层,良渚文化村,312万,浙江,3室2厅,朝南,30000元/㎡,2011,https://hz.lianjia.com/ershoufang/300017.html
杭州,钱塘区下沙路,84㎡,高层/30层,下沙碧桂园,168万,浙江,2室2厅,朝东,20000元/㎡,2017,https://hz.lianjia.com/ershoufang/300018.html
杭州,临安区锦城街道,77㎡,低层/6层,锦城小区,106万,浙江,2室1厅,朝西,13766元/㎡,2001,https://hz.lianjia.com/ershoufang/300019.html
杭州,桐庐县桐君路,85㎡,中层/18层,桐君小区,101万,浙江,2室2厅,朝北,11882元/㎡,2003,https://hz.lianjia.com/ershoufang/300020.html
杭州,西湖区曙光路,97㎡,中层/24层,曙光新村,340万,浙江,3室1厅,南北通透,35052元/㎡,2006,https://hz.lianjia.com/ershoufang/300021.html
杭州,上城区西湖大道,87㎡,高层/30层,西湖银泰小区,296万,浙江,2室2厅,朝南,34023元/㎡,2007,https://hz.lianjia.com/ershoufang/300022.html
杭州,下城区体育场路,101㎡,中层/26层,体育场路小区,323万,浙江,3室2厅,朝东,31980元/㎡,2004,https://hz.lianjia.com/ershoufang/300023.html
杭州,拱墅区大关路,94㎡,低层/6层,大关小区,263万,浙江,3室1厅,朝西,27979元/㎡,2002,https://hz.lianjia.com/ershoufang/300024.html
杭州,滨江区滨盛路,114㎡,高层/32层,滨盛小区,400万,浙江,3室2厅,南北通透,35088元/㎡,2010,https://hz.lianjia.com/ershoufang/300025.html
杭州,萧山区建设四路,99㎡,中层/18层,南部卧城小区,278万,浙江,3室2厅,朝北,28081元/㎡,2015,https://hz.lianjia.com/ershoufang/300026.html
杭州,余杭区星桥南路,81㎡,中层/18层,星桥小区,162万,浙江,2室2厅,朝南,20000元/㎡,2013,https://hz.lianjia.com/ershoufang/300027.html
杭州,钱塘区之江东路,89㎡,高层/30层,下沙江滨小区,222万,浙江,3室1厅,朝东,24944元/㎡,2016,https://hz.lianjia.com/ershoufang/300028.html
杭州,临安区科技大道,104㎡,中层/26层,青山湖科技城,156万,浙江,3室2厅,朝西,15000元/㎡,2018,https://hz.lianjia.com/ershoufang/300029.html
杭州,桐庐县富春江路,79㎡,低层/11层,富春江小区,95万,浙江,2室1厅,朝北,12025元/㎡,2005,https://hz.lianjia.com/ershoufang/300030.html
苏州,姑苏区干将路,99㎡,中层/24层,养育巷小区,318万,江苏,3室1厅,朝南,32121元/㎡,2004,https://sz.lianjia.com/ershoufang/400001.html
苏州,工业园区星湖街,109㎡,高层/33层,玲珑湾,438万,江苏,3室2厅,南北通透,40183元/㎡,2008,https://sz.lianjia.com/ershoufang/400002.html
苏州,高新区长江路,94㎡,中层/18层,狮山小区,282万,江苏,3室1厅,朝东,30000元/㎡,2006,https://sz.lianjia.com/ershoufang/400003.html
苏州,吴中区东吴北路,84㎡,低层/6层,东吴花园,202万,江苏,2室1厅,朝西,24048元/㎡,2003,https://sz.lianjia.com/ershoufang/400004.html
苏州,相城区华元路,89㎡,中层/18层,活力岛小区,178万,江苏,3室1厅,朝北,20000元/㎡,2014,https://sz.lianjia.com/ershoufang/400005.html
苏州,吴江区中山北路,104㎡,中层/26层,吴江碧桂园,166万,江苏,3室2厅,南北通透,15962元/㎡,2018,https://sz.lianjia.com/ershoufang/400006.html
苏州,昆山市前进路,99㎡,中层/26层,昆山万达,198万,江苏,3室2厅,朝南,20000元/㎡,2016,https://sz.lianjia.com/ershoufang/400007.html
苏州,常熟市海虞南路,87㎡,低层/11层,方塔小区,130万,江苏,2室2厅,朝东,14943元/㎡,2005,https://sz.lianjia.com/ershoufang/400008.html
苏州,张家港长安路,74㎡,高层/30层,张家港碧桂园,96万,江苏,2室1厅,朝西,12973元/㎡,2019,https://sz.lianjia.com/ershoufang/400009.html
苏州,太仓市上海东路,91㎡,中层/18层,太仓碧桂园,108万,江苏,3室1厅,朝北,11868元/㎡,2020,https://sz.lianjia.com/ershoufang/400010.html
苏州,姑苏区临顿路,81㎡,低层/6层,临顿路小区,228万,江苏,2室1厅,南北通透,28148元/㎡,2002,https://sz.lianjia.com/ershoufang/400011.html
苏州,工业园区星塘街,119㎡,高层/32层,东方之门,715万,江苏,4室2厅,朝南,59999元/㎡,2012,https://sz.lianjia.com/ershoufang/400012.html
苏州,高新区何山路,101㎡,中层/24层,何山花园,283万,江苏,3室2厅,朝东,28020元/㎡,2007,https://sz.lianjia.com/ershoufang/400013.html
苏州,吴中区石湖路,94㎡,中层/18层,石湖华城,236万,江苏,3室1厅,朝西,25106元/㎡,2010,https://sz.lianjia.com/ershoufang/400014.html
苏州,相城区春申湖路,85㎡,低层/11层,春申湖小区,136万,江苏,2室2厅,朝北,16000元/㎡,2013,https://sz.lianjia.com/ershoufang/400015.html
苏州,吴江区秋枫街,114㎡,中层/26层,太湖新城小区,228万,江苏,3室2厅,南北通透,20000元/㎡,2017,https://sz.lianjia.com/ershoufang/400016.html
苏州,昆山市洞庭湖路,104㎡,中层/26层,昆山城东小区,177万,江苏,3室2厅,朝南,17019元/㎡,2015,https://sz.lianjia.com/ershoufang/400017.html
苏州,常熟市琴湖路,89㎡,中层/18层,琴湖小区,133万,江苏,3室1厅,朝东,14944元/㎡,2008,https://sz.lianjia.com/ershoufang/400018.html
苏州,张家港沙洲中路,79㎡,低层/6层,沙洲小区,102万,江苏,2室1厅,朝西,12911元/㎡,2004,https://sz.lianjia.com/ershoufang/400019.html
苏州,太仓市人民南路,84㎡,中层/18层,太仓老城区,100万,江苏,2室2厅,朝北,11905元/㎡,2006,https://sz.lianjia.com/ershoufang/400020.html
苏州,姑苏区三香路,97㎡,中层/24层,三香花园,272万,江苏,3室1厅,南北通透,28041元/㎡,2005,https://sz.lianjia.com/ershoufang/400021.html
苏州,工业园区星明街,109㎡,高层/30层,新城花园,382万,江苏,3室2厅,朝南,35046元/㎡,2009,https://sz.lianjia.com/ershoufang/400022.html
苏州,高新区滨河路,99㎡,中层/24层,滨河花园,278万,江苏,3室2厅,朝东,28081元/㎡,2006,https://sz.lianjia.com/ershoufang/400023.html
苏州,吴中区越溪街,91㎡,中层/18层,越溪小区,164万,江苏,3室1厅,朝西,18022元/㎡,2012,https://sz.lianjia.com/ershoufang/400024.html
苏州,相城区阳澄湖路,87㎡,低层/11层,阳澄湖小区,139万,江苏,2室2厅,朝北,15977元/㎡,2011,https://sz.lianjia.com/ershoufang/400025.html
苏州,吴江区盛泽大道,104㎡,中层/26层,盛泽碧桂园,166万,江苏,3室2厅,南北通透,15962元/㎡,2019,https://sz.lianjia.com/ershoufang/400026.html
苏州,昆山市萧林路,94㎡,中层/18层,昆山城北小区,160万,江苏,3室1厅,朝南,17021元/㎡,2014,https://sz.lianjia.com/ershoufang/400027.html
苏州,常熟市黄河路,85㎡,低层/6层,黄河路小区,128万,江苏,2室1厅,朝东,15059元/㎡,2003,https://sz.lianjia.com/ershoufang/400028.html
苏州,张家港暨阳中路,77㎡,高层/30层,暨阳小区,108万,江苏,2室1厅,朝西,14026元/㎡,2005,https://sz.lianjia.com/ershoufang/400029.html
苏州,太仓市郑和中路,89㎡,中层/18层,太仓新区,115万,江苏,3室1厅,朝北,12921元/㎡,2016,https://sz.lianjia.com/ershoufang/400030.html
无锡,梁溪区中山路,99㎡,中层/24层,中山路小区,278万,江苏,3室1厅,朝南,28081元/㎡,2004,https://wx.lianjia.com/ershoufang/500001.html
无锡,滨湖区蠡湖大道,109㎡,高层/33层,蠡湖公馆,328万,江苏,3室2厅,南北通透,30092元/㎡,2010,https://wx.lianjia.com/ershoufang/500002.html
无锡,锡山区东亭路,94㎡,中层/18层,东亭小区,188万,江苏,3室1厅,朝东,20000元/㎡,2007,https://wx.lianjia.com/ershoufang/500003.html
无锡,惠山区堰桥路,84㎡,低层/6层,堰桥小区,134万,江苏,2室1厅,朝西,15952元/㎡,2003,https://wx.lianjia.com/ershoufang/500004.html
无锡,新吴区长江北路,89㎡,中层/18层,长江国际,178万,江苏,3室1厅,朝北,20000元/㎡,2012,https://wx.lianjia.com/ershoufang/500005.html
无锡,江阴市澄江路,104㎡,中层/26层,江阴碧桂园,166万,江苏,3室2厅,南北通透,15962元/㎡,2018,https://wx.lianjia.com/ershoufang/500006.html
无锡,宜兴市陶都路,99㎡,中层/26层,宜兴万达,148万,江苏,3室2厅,朝南,14949元/㎡,2016,https://wx.lianjia.com/ershoufang/500007.html
无锡,梁溪区五爱路,87㎡,低层/11层,五爱小区,209万,江苏,2室2厅,朝东,24023元/㎡,2005,https://wx.lianjia.com/ershoufang/500008.html
无锡,滨湖区太湖大道,74㎡,高层/30层,太湖花园,133万,江苏,2室1厅,朝西,17973元/㎡,2008,https://wx.lianjia.com/ershoufang/500009.html
无锡,锡山区安镇镇,91㎡,中层/18层,安镇小区,127万,江苏,3室1厅,朝北,13956元/㎡,2019,https://wx.lianjia.com/ershoufang/500010.html
无锡,梁溪区解放北路,81㎡,低层/6层,解放北路小区,187万,江苏,2室1厅,南北通透,23086元/㎡,2002,https://wx.lianjia.com/ershoufang/500011.html
无锡,滨湖区望山路,119㎡,高层/32层,蠡湖香樟园,476万,江苏,4室2厅,朝南,39999元/㎡,2013,https://wx.lianjia.com/ershoufang/500012.html
无锡,锡山区友谊路,101㎡,中层/24层,友谊家园,202万,江苏,3室2厅,朝东,20000元/㎡,2009,https://wx.lianjia.com/ershoufang/500013.html
无锡,惠山区钱桥街道,94㎡,中层/18层,钱桥小区,150万,江苏,3室1厅,朝西,15957元/㎡,2011,https://wx.lianjia.com/ershoufang/500014.html
无锡,新吴区旺庄路,85㎡,低层/11层,旺庄小区,136万,江苏,2室2厅,朝北,16000元/㎡,2010,https://wx.lianjia.com/ershoufang/500015.html
无锡,江阴市长江路,114㎡,中层/26层,长江国际,228万,江苏,3室2厅,南北通透,20000元/㎡,2015,https://wx.lianjia.com/ershoufang/500016.html
无锡,宜兴市荆邑路,104㎡,中层/26层,荆邑小区,156万,江苏,3室2厅,朝南,15000元/㎡,2017,https://wx.lianjia.com/ershoufang/500017.html
无锡,梁溪区南长街,97㎡,中层/24层,南长街小区,243万,江苏,3室1厅,南北通透,25052元/㎡,2006,https://wx.lianjia.com/ershoufang/500018.html
无锡,滨湖区建筑路,87㎡,高层/30层,建筑路小区,183万,江苏,2室2厅,朝东,21034元/㎡,2007,https://wx.lianjia.com/ershoufang/500019.html
无锡,锡山区东北塘,101㎡,中层/24层,东北塘小区,182万,江苏,3室2厅,朝东,18020元/㎡,2008,https://wx.lianjia.com/ershoufang/500020.html
无锡,惠山区洛社镇,94㎡,低层/6层,洛社小区,131万,江苏,3室1厅,朝西,13936元/㎡,2004,https://wx.lianjia.com/ershoufang/500021.html
无锡,新吴区梅村街道,89㎡,中层/18层,梅里香舍,160万,江苏,3室1厅,朝北,17978元/㎡,2013,https://wx.lianjia.com/ershoufang/500022.html
无锡,江阴市申港路,79㎡,低层/11层,申港小区,102万,江苏,2室1厅,朝东,12911元/㎡,2005,https://wx.lianjia.com/ershoufang/500023.html
无锡,宜兴市丁蜀镇,84㎡,中层/18层,丁蜀小区,100万,江苏,2室2厅,朝西,11905元/㎡,2016,https://wx.lianjia.com/ershoufang/500024.html
无锡,梁溪区清扬路,99㎡,中层/24层,清扬康臣,258万,江苏,3室2厅,南北通透,26061元/㎡,2010,https://wx.lianjia.com/ershoufang/500025.html
无锡,滨湖区震泽路,109㎡,高层/30层,华庄小区,218万,江苏,3室2厅,朝南,20000元/㎡,2014,https://wx.lianjia.com/ershoufang/500026.html
无锡,锡山区东港镇,74㎡,低层/6层,东港小区,88万,江苏,2室1厅,朝东,11892元/㎡,2003,https://wx.lianjia.com/ershoufang/500027.html
无锡,惠山区前洲街道,81㎡,中层/18层,前洲小区,105万,江苏,2室2厅,朝西,12963元/㎡,2015,https://wx.lianjia.com/ershoufang/500028.html
无锡,新吴区鸿山街道,89㎡,中层/18层,鸿山小区,133万,江苏,3室1厅,朝北,14944元/㎡,2017,https://wx.lianjia.com/ershoufang/500029.html
无锡,江阴市周庄镇,85㎡,低层/11层,周庄小区,110万,江苏,2室2厅,南北通透,12941元/㎡,2006,https://wx.lianjia.com/ershoufang/500030.html
合肥,瑶海区龙岗路,288㎡,中层/18层,超大户型,260万,安徽,5室3厅,南北通透,9028元/㎡,2015,https://hf.lianjia.com/ershoufang/100031.html
合肥,包河区徽州大道,42.5㎡,高层/33层,极小公寓,45万,安徽,1室0厅,朝北,10588元/㎡,2016,https://hf.lianjia.com/ershoufang/100032.html
南京,建邺区奥体大街,地下室,低层/1层,车位储藏室,25万,江苏,车位,南北,50000元/㎡,2012,https://nj.lianjia.com/ershoufang/200031.html
杭州,余杭区未来科技城,555㎡,中层/26层,顶墅大平层,1880万,浙江,6室4厅,南北通透,33874元/㎡,2020,https://hz.lianjia.com/ershoufang/300031.html
苏州,工业园区金鸡湖,199㎡,高层/30层,湖景大平层,1280万,江苏,5室2厅,朝南,64322元/㎡,2015,https://sz.lianjia.com/ershoufang/400031.html
无锡,滨湖区蠡湖,266㎡,中层/26层,湖景别墅,880万,江苏,5室3厅,南北通透,33083元/㎡,2014,https://wx.lianjia.com/ershoufang/500031.html
合肥,蜀山区望江西路,,高层/33层,未知小区,155万,安徽,3室2厅,朝南,14000元/㎡,,https://hf.lianjia.com/ershoufang/100033.html
南京,秦淮区中华路,82㎡,,中华路小区,190万,江苏,2室1厅,朝东,23171元/㎡,2004,https://nj.lianjia.com/ershoufang/200032.html
杭州,西湖区文三路,97㎡,中层/24层,,338万,浙江,3室2厅,朝南,34845元/㎡,2005,https://hz.lianjia.com/ershoufang/300032.html
苏州,姑苏区平江路,77㎡,低层/6层,平江小区,,江苏,2室1厅,南北通透,28000元/㎡,2002,https://sz.lianjia.com/ershoufang/400032.html
无锡,梁溪区崇安寺,91㎡,中层/18层,崇安寺小区,245万,江苏,,朝南,26923元/㎡,2006,https://wx.lianjia.com/ershoufang/500032.html
合肥,新站区淮海大道,86㎡,中层/18层,文一商城,999万,安徽,3室2厅,南北通透,116163元/㎡,2014,https://hf.lianjia.com/ershoufang/100034.html
南京,江宁区禄口街道,121㎡,中层/18层,禄口小区,28万,江苏,3室2厅,朝南,2314元/㎡,2015,https://nj.lianjia.com/ershoufang/200033.html
city,address,area,floor,name,price,province,rooms,toward,unit,year,origin_url
合肥,龙岗-临泉东路和王岗大道交叉口东南角,90㎡,中层(共18层),圣地亚哥,128万,安徽,3室2厅,南北向,14222元/㎡,2013年建,https://hf.esf.fang.com/chushou/3_404230666.html
合肥,蜀山-长江西路与科学大道交口,110㎡,高层(共33层),拓基城市广场,165万,安徽,3室2厅,朝南,15000元/㎡,2010年建,https://hf.esf.fang.com/chushou/3_404230667.html
合肥,包河-马鞍山路与太湖路交口,85㎡,低层(共6层),金地国际城,119万,安徽,2室1厅,朝东,14000元/㎡,2008年建,https://hf.esf.fang.com/chushou/3_404230668.html
合肥,庐阳-北一环与蒙城路交口,120㎡,中层(共24层),财富广场,192万,安徽,3室2厅,南北向,16000元/㎡,2012年建,https://hf.esf.fang.com/chushou/3_404230669.html
合肥,瑶海-长江东路与郎溪路交口,75㎡,高层(共30层),保利东郡,98万,安徽,2室1厅,朝北,13067元/㎡,2015年建,https://hf.esf.fang.com/chushou/3_404230670.html
